563.82,1215.4,1809.9,129.95,2373.9,2973.9,1083.1,0.40023,0.99821,0.83951,0.49401,1.0115,0.74604,0.42225,0.74319,0.31045,0.24634,0.62324,1.305,1.4408,0.728,0.51706,0.28497,0.23939,0.12484,0.25072,0.2415,0.1464,0.079165,0.06526,0.13578,0.23613,0.48388,2
550.71,1087.6,1637.8,2189,131.13,209.4,825.06,0.09466,0.094869,0.14124,0.083672,0.36377,0.037195,0.15567,0.061935,0.02895,0.06093,0.51223,0.35684,0.12294,0.03281,0.058043,0.023647,0.048915,0.051564,0.019037,0.017488,0.017322,0.018282,0.066266,0.20513,0.14792,0.052972,2
1124.6,88.131,2275.9,1811.8,902.23,3403.1,1162,0.20622,0.15583,0.12181,0.073428,0.25546,0.056396,0.26707,0.080391,0.11579,0.043189,0.19477,0.25092,0.069176,0.03067,0.039162,0.14783,0.042458,0.062149,0.095246,0.10875,0.056461,0.03569,0.062745,0.19808,0.39976,0.21293,3
984.47,1949.3,2930,3919.9,53.634,4868.7,1810.1,0.032434,0.029079,0.02711,0.63595,0.035767,0.63631,0.022236,0.018679,0.1062,0.70007,0.051521,0.015206,0.11157,0.081651,0.055411,0.01547,0.014208,0.016888,0.028479,0.1064,0.85257,0.701,0.25979,0.050529,0.018598,0.014487,3
1029.9,2061.8,3102,43.072,4133.6,5170.4,1923.7,0.04286,0.028807,0.022017,0.30545,0.02856,0.30265,0.0553,0.020567,0.034397,0.46329,0.23318,0.028302,0.019662,0.17919,0.041106,0.048138,0.023747,0.019099,0.019102,0.031697,0.091596,0.50258,0.52588,0.23176,0.056648,0.026568,3
2118.3,1046.9,3185.2,4257.8,44.225,5300.8,1976.9,0.01923,0.015587,0.014415,0.074608,0.026904,0.074606,0.088551,0.012592,0.01433,0.085948,0.27206,0.026297,0.012252,0.023319,0.23689,0.014694,0.04523,0.010404,0.01069,0.011849,0.018665,0.087533,0.61294,0.27214,0.087662,0.025632,3
1817.9,912.22,2748.6,3653.9,46.376,5475.1,1961.2,0.042055,0.034119,0.042564,0.064733,0.081243,0.062403,0.022397,0.038015,0.45995,0.060852,0.018977,0.14452,0.098844,0.061975,0.019354,0.018992,0.019752,0.032808,0.22744,0.48204,0.15074,0.05768,0.023142,0.013966,0.015333,0.022258,3
556.94,1114,1645.4,124.17,2233.7,2756.1,1001.4,0.086566,0.099283,0.1963,0.061778,0.37732,0.046369,0.13757,0.059653,0.029149,0.062711,0.35159,0.37861,0.17975,0.051152,0.03565,0.0372,0.033557,0.053278,0.023832,0.027187,0.021294,0.023182,0.040774,0.11631,0.13283,0.065659,11
1081.9,2185.2,3267.3,4350.9,88.006,5466.2,2019.7,0.028078,0.026252,0.025992,0.056341,0.086761,0.057656,0.27809,0.030457,0.025575,0.065682,0.64344,0.084876,0.024875,0.030774,0.30231,0.035527,0.046978,0.022743,0.019577,0.018337,0.026453,0.06565,0.28852,0.65771,0.2892,0.085118,3
997.84,2030.9,92.839,3060.1,385.25,4048.4,1565.3,0.13358,0.097379,0.084919,0.41585,0.071803,0.38704,0.070264,0.038029,0.060433,0.50978,0.14313,0.034818,0.032942,0.15513,0.038326,0.057031,0.016907,0.021114,0.025895,0.048484,0.22652,0.55016,0.38385,0.13583,0.054817,0.026678,3
