1195.7,598.85,1806.1,2406.4,91.134,2975,1093.6,0.079711,0.14457,0.19212,0.059569,0.45452,0.11084,0.11092,0.1511,0.071681,0.035439,0.075123,0.54892,0.31505,0.10743,0.062358,0.053145,0.093357,0.03033,0.081709,0.060081,0.032808,0.032537,0.030196,0.033436,0.095313,0.39746,4
681.59,1342.7,2018.6,2703.6,3364.8,4049.1,1260.9,0.017933,0.29871,0.070101,0.15404,0.020752,0.64753,0.15461,0.024391,0.27302,0.15779,0.013164,0.018979,0.078901,0.85588,0.43049,0.15346,0.022892,0.025712,0.066809,0.013627,0.026148,0.16322,0.014437,0.017135,0.013506,0.014334,4
481.08,982.3,1470.9,1971.6,2455,2930.4,917.56,1.2828,1.2723,0.17265,2.3369,0.47389,1.121,0.43772,0.1128,1.065,2.8726,1.2501,0.46369,0.24079,0.1757,0.29936,0.42441,0.15059,0.09439,0.066241,0.34718,1.3393,1.2536,0.45433,0.12228,0.086218,0.064635,11
1213.3,604.48,166.01,1807.4,2419,1939.1,857.31,0.29324,0.50086,0.47352,0.24196,0.5126,0.39658,0.19557,0.50674,0.21225,0.1278,0.1947,0.57025,0.78443,0.37779,0.16899,0.12752,0.16689,0.083496,0.1072,0.092675,0.070514,0.084447,0.046377,0.046937,0.1173,0.30186,4
1805.3,82.008,862.6,295.19,170.74,430.32,647.41,0.24295,0.19383,0.20281,0.17535,0.21604,0.14496,0.10806,0.16263,0.23882,0.10378,0.074172,0.18538,0.084239,0.061093,0.053341,0.063487,0.080372,0.13603,0.2769,0.20659,0.091842,0.06743,0.04117,0.029853,0.034918,0.045909,3
700.72,1418.7,2114,52.358,2837,341.14,1082.2,0.13277,0.27235,0.14705,0.57172,0.059712,0.24785,0.58869,0.062259,0.23975,0.072586,0.055131,0.027066,0.04984,0.24868,0.9457,0.5765,0.18365,0.051082,0.030729,0.046412,0.028064,0.022838,0.085164,0.046928,0.017079,0.020399,12
1643.4,817.65,91.396,2463.4,3276.8,4134.5,1519.1,0.10789,0.10237,0.31026,0.13636,0.17693,0.051648,0.12086,0.58507,0.091653,0.041483,0.42305,0.056205,0.044488,0.03944,0.064818,0.12232,0.39947,0.60981,0.18796,0.08813,0.047534,0.03738,0.035777,0.056046,0.03449,0.03119,12
1424.8,170.23,728.87,2148,2802.6,1166,953.39,0.36213,0.34839,0.35949,0.31495,0.23328,0.25319,0.37606,0.10671,0.32036,0.2844,0.15565,0.12597,0.12526,0.26473,0.66545,0.35151,0.15587,0.087004,0.085153,0.11223,0.050116,0.073034,0.12706,0.10015,0.062448,0.061333,12
471.27,916.51,1379.7,1888,88.478,302.23,690.69,1.9245,1.8819,1.0092,2.0804,0.58141,0.70582,0.2703,0.87715,2.3082,2.0493,1.308,0.45831,0.33677,0.31052,0.317,0.21496,0.15898,0.19353,0.25596,0.64908,0.56359,0.4147,0.18848,0.1203,0.14263,0.11489,11
1293.8,647.75,1934,2584.1,127.19,3223,1172.7,0.12919,0.46625,0.30212,0.13738,0.19054,0.68847,0.12015,0.28462,0.17074,0.071307,0.062191,0.15931,0.63735,0.69345,0.29396,0.094131,0.090167,0.077963,0.044044,0.083971,0.1488,0.060183,0.059566,0.033402,0.025033,0.049564,2
600.16,1204.2,1775.3,2403.2,2975.6,78.426,1094.3,0.16453,0.78691,1.196,0.13797,1.1628,0.70917,0.13445,0.31994,0.11177,0.079266,0.3659,1.4133,1.4181,0.69846,0.25685,0.087469,0.14811,0.067572,0.21912,0.096518,0.05925,0.036676,0.027847,0.04335,0.12169,0.47138,4
504.98,993.43,1988.6,1500,2490.6,2972.4,925.65,0.47992,0.48072,0.031999,0.90847,0.16454,0.44348,0.11418,0.017878,0.12519,1.0942,0.54562,0.16286,0.045601,0.097356,0.030569,0.10965,0.018062,0.032156,0.008927,0.016855,0.27084,0.5282,0.2631,0.031579,0.024203,0.0081682,11
855.97,88.963,209.35,1682.3,2548,4695.1,1744.6,0.19262,0.11482,0.26207,0.18906,0.23622,0.075161,0.098034,0.25878,0.13883,0.051756,0.073525,0.059069,0.065168,0.032821,0.039789,0.089013,0.17132,0.28766,0.23656,0.13433,0.070935,0.043426,0.039861,0.026955,0.030382,0.025775,3
